,Id,TextContent
15,666786c8653280ea254fa40a,"(Dân trí) - Khả năng đội tuyển Việt Nam giành vé vào vòng loại thứ 3 World Cup 2026 khu vực châu Á khá thấp. Nhưng khi vẫn còn cơ hội, đoàn quân của HLV Kim Sang Sik vẫn sẽ chiến đấu hết mình."
16,6667873c653280ea254fa40c,"Nhận định, dự đoán kết quả Iraq vs Việt Nam (1h ngày 12/6). Báo Giao thông cập nhật các thông tin hấp dẫn nhất tại vòng loại World Cup 2026."
17,66678830653280ea254fa40e,"Khi tương lai của Erik ten Hag vẫn chưa rõ ràng, Man United lại đàm phán với Thomas Tuchel dù biết trước cơ hội sẽ không nhiều."
18,66678842653280ea254fa410,"TRUNG QUỐC - Câu chuyện cậu sinh viên đại học đầu tiên của làng bỏ công việc giảng dạy ở thành phố lớn, quay lại vùng quê nhỏ làm phó bí thư, livestream bán rau giúp người dân thu hút sự chú ý của dư luận Trung Quốc."
19,6667886b653280ea254fa412,"GD&TĐ - Phát triển văn hóa đọc ngày càng quan trọng, đặc biệt khi triển khai Chương trình GDPT 2018."
20,6667886c653280ea254fa414,"VOV.VN - Theo tính toán của Bộ GTVT, đến cuối tháng 5/2024, khối lượng vật liệu cát đắp phục vụ thi công các tuyến đường bộ cao tốc khu vực ĐBSCL và Đông Nam Bộ vẫn còn 26 triệu m3 chưa xác định được nguồn cung."
21,6667886f653280ea254fa416,(Dân trí) - Tàu chống ngầm Đô đốc Levchenko bốc cháy trên biển Barents sau khi một động cơ trục trặc và cháy.
22,6667887a653280ea254fa418,"Kết quả bầu cử Nghị viện châu Âu được công bố hôm qua cho thấy cánh hữu đang có xu hướng lên ở cơ quan lập pháp EU, đẩy tương lai châu Âu đến lo ngại bất ổn."
23,66678882653280ea254fa41a,Elon Musk cho rằng việc tích hợp ChatGPT ở cấp độ hệ điều hành vi phạm an ninh nghiêm trọng và có thể sẽ cấm thiết bị Apple tại công ty.
24,66678892653280ea254fa41c,"Sau trận giao hữu thắng Iceland 4-0 ngày 10/6, HLV Ronald Koeman loại Frenkie de Jong khỏi danh sách dự Euro 2024 vì tiền vệ này không kịp bình phục chấn thương"
25,66678921653280ea254fa420,"(Dân trí) - Mua nhà dự án của Trung Nguyên tại Đắk Lắk, một số cư dân đã có đơn gửi cơ quan chức năng vì cho rằng chủ đầu tư không thực hiện như cam kết ban đầu và dự án quá hạn nhưng chưa đồng bộ các hạng mục."
26,6667892f653280ea254fa422,VTV.vn - Một quan chức biên giới cấp cao của Mỹ nói với Reuters rằng số người di cư bị bắt khi vượt biên giới Mỹ - Mexico trái phép đã giảm vào ngày 7/6.
27,66678942653280ea254fa424,"Đề tuyển sinh, thi tốt nghiệp những năm gần đây sử dụng ngữ liệu ngoài sách giáo khoa, từ đời thật, khiến học sinh và giáo viên cũng phải thay đổi cách dạy, học, tiếp cận vấn đề."
28,66678942653280ea254fa426,"SKĐS - Ngày 12/6, mưa dông kết thúc, khu vực phía Đông Bắc Bộ và khu vực từ Thanh Hóa đến Bình Thuận có nắng nóng, có nơi nắng nóng gay gắt với nhiệt độ cao nhất phổ biến từ 35-38 độ, có nơi trên 38 độ."
29,66678a6a653280ea254fa428,Đọc xong bài văn của học sinh lớp 1 này ai cũng phải sụt sùi.
30,66678a71653280ea254fa42a,"Nhận định bóng đá Thái Lan vs Singapore (19h30, 11/6). Dự đoán tỷ số, đội hình dự kiến Thái Lan vs Singapore (19h30, 11/6), vòng loại World Cup 2026."
31,66678a71653280ea254fa42c,"Nhận định bóng đá CHDCND Triều Tiên vs Myanmar (20h00, 11/6). Dự đoán tỷ số, đội hình dự kiến CHDCND Triều Tiên vs Myanmar (20h00, 11/6), vòng loại World Cup 2026."
32,66678ab1653280ea254fa42e,"Xảy ra mâu thuẫn trong lúc nhậu, Bùi Thái Nguyên đã lấy một chày gỗ đánh vào đầu anh Nay Nghí khiến nạn nhân bị thương tật 45%."
33,66678ad8653280ea254fa432,"DJ Mie tâm sự sau chuyện tình dang dở với Hồng Thanh, cô vẫn sẽ yêu hết mình, mãnh liệt nếu gặp người phù hợp."
34,66678add653280ea254fa434,"(Dân trí) - Công an tỉnh Lào Cai phối hợp cùng Bộ chỉ huy quân sự tỉnh Lào Cai đã phân loại và tiêu hủy hơn 11.216 loại vũ khí quân dụng, vũ khí tự chế, vũ khí thô sơ, đồ chơi nguy hiểm..."
35,66678ae7653280ea254fa436,"Ngồi ngoài ở Man Utd cả mùa vừa qua, nhưng Tom Heaton được HLV Gareth Southgate triệu tập bổ sung vào tuyển Anh dự Euro 2024."
36,66678cdb653280ea254fa5f1,"Phụ huynh, học sinh theo dõi cách tra cứu điểm thi lớp 10 tại Hà Nội và các tỉnh thành năm 2024."
37,66678cdf653280ea254fa5f3,Văn phòng Tổng thống và Nội các Malawi tuyên bố: “Mọi nỗ lực của các cơ quan hàng không nhằm liên lạc với chiếc máy bay kể từ khi nó tắt radar cho đến nay đều thất bại.”
38,66678ce7653280ea254fa5f5,Man United dự kiến ​​​ đưa ra quyết định về tương lai của huấn luyện viên Erik ten Hag trong tuần này khi Thomas Tuchel bị gạch tên.
39,66678ce7653280ea254fa5f7,"Màn so tài giữa tuyển Iraq - Việt Nam là trận đấu đáng chú ý trong lịch thi đấu đêm 11.6, rạng sáng 12.6."
40,66678cfe653280ea254fa5f9,"Chiến thắng của Carlos Alcaraz trước Alexander Zverev tại Roland Garros hôm Chủ nhật vừa rồi đã đánh dấu một chương mới nhất trong câu chuyện được dự đoán sẽ kết thúc với ""30 danh hiệu Grand Slam""."
41,66678d0f653280ea254fa5fb,"Hiện tượng Thích Minh Tuệ tích hợp về mặt tâm lý, tinh thần đa số nhân dân hướng thiện. Chúng ta phải tự thắng chúng ta trước. Khi đó, các thế lực “ma giáo” không thể lợi dụng."
42,66678d1e653280ea254fa5fd,"(PLO)- Cựu cán bộ địa chính xã Bình Châu, huyện Xuyên Mộc tham mưu cấp đất công cho các hộ dân trong đó có mẹ vợ, bị TAND tỉnh Bà Rịa- Vũng Tàu phạt tù."
43,66678d2c653280ea254fa5ff,Hội đồng Bảo an ủng hộ đề xuất của Tổng thống Mỹ Biden nhằm hướng đến một lệnh ngừng bắn lâu dài giữa Hamas và Israel.
44,66678d2c653280ea254fa601,"ANTD.VN -  Tối 10-6, Văn phòng Tổng thống Malawi thông báo, máy bay chở Phó tổng thống Malawi, ông Saulos Chilima và 9 người khác hiện đang mất tích."
45,66678d32653280ea254fa603,"Những tuần, tháng văn hóa, lễ hội được tổ chức bài bản, rộng khắp các địa phương trên cả nước đã thu hút sự tham gia của đông đảo du khách trong và ngoài nước. Ngành du lịch đang dần ghi dấu ấn hình ảnh một VN rực rỡ sắc màu với 4 mùa lễ hội sôi động."
46,66678d54653280ea254fa609,"VTV.vn - Chiều 10/6, Trường THPT chuyên Khoa học Tự nhiên công bố kết quả thi và điểm chuẩn kỳ thi tuyển sinh vào lớp 10 năm học 2024-2025."
47,66678d54653280ea254fa607,"VTV.vn - TP Hồ Chí Minh xác định kỳ thi tốt nghiệp THPT có ý nghĩa đặc biệt quan trọng nên đề cao tinh thần trách nhiệm của tất cả khâu, bộ phận tham gia phối hợp tổ chức kỳ thi."
48,66678dd6653280ea254fa60b,"(Dân trí) - HLV Trần Công Minh đánh giá đội tuyển Việt Nam hiện thi đấu gắn kết hơn, chơi uyển chuyển hơn so với giai đoạn cầm quân của HLV Troussier cách đây vài tháng. Chúng ta có thể có điểm trước Iraq."
49,66678ddc653280ea254fa60d,VTV.vn - Quân đội Ukraine đã tiến hành cuộc không kích đầu tiên vào lãnh thổ mà nước này công nhận là của Nga.
50,66678ddc653280ea254fa60f,"VTV.vn - Trong cuộc bầu cử Nghị viện châu Âu tại Pháp, phe cực hữu Pháp đã giành kết quả cao chưa từng thấy."
51,66678ec7653280ea254fa611,Dưới đây là 5 công thức diện quần short ưng mắt mà bạn có thể áp dụng ngay.
52,66678ef3653280ea254fa613,"Lũ quét, sạt lở đất có thể gây tác động rất xấu đến môi trường, uy hiếp tính mạng của người dân; gây tắc nghẽn giao thông cục bộ, làm ảnh hưởng tới quá trình di chuyển của các phương tiện."
53,66678f3c653280ea254fa615,"Giới chức Ba Lan cho biết vụ việc xảy ra vào lúc 10 giờ sáng theo giờ địa phương, tuy nhiên lực lượng cứu hỏa của nhà máy Mesko đã nhanh chóng dập tắt được đám cháy."
54,66678f3c653280ea254fa617,"Theo Cơ quan Môi trường Singapore, mỗi năm tại Singapore có 175 ngày có sét, theo đó tỷ lệ có sét đánh tại nước này gần như 2 ngày 1 lần."
55,66678f3f653280ea254fa619,2 đội tuyển bóng chuyền nam và nữ Việt Nam đều có sự tiến bộ rõ rệt ở các giải đấu quốc tế nửa đầu năm 2024.
56,66678f3f653280ea254fa61b,Tuyển Việt Nam đang ở thế dựa chân tường trong trận đấu gặp tuyển Iraq tại vòng loại World Cup 2026.
57,66678f6a653280ea254fa61d,"Bài hát của Sơn Tùng bị khán giả chê ca từ sáo rỗng, giai điệu trẻ con. K-ICM lên tiếng bênh vực."
58,66678f71653280ea254fa61f,(PLO)- Một cựu giáo viên đã chiếm đoạt gần 3 tỉ đồng của nhiều bị hại khi họ có nhu cầu xin việc hoặc chuyển đơn vị công tác.
59,66678f99653280ea254fa623,"VTV.vn - Đúng lúc Hân ""nản"" với bãi chiến trường chị chồng gây ra trong lúc say xỉn, Đức Anh đã đến và giúp cô dọn dẹp như một vị cứu tinh."
60,66678fa5653280ea254fa625,"(PLO)- Trước hành động dũng cảm lao xuống dòng lũ dữ cứu người dân của Thượng úy Nguyễn Mạnh Tường, Bộ trưởng Lương Tam Quang đã biểu dương và đề nghị có các hình thức động viên, khen thưởng xứng đáng."
61,66678fbf653280ea254fa627,Một pavilion (công trình kiến trúc mang tính biểu tượng) bằng tre được dựng tại vườn hoa Con Cóc (tên gọi dân gian của vườn hoa Diên Hồng) ở Hà Nội.
62,66678fbf653280ea254fa62b,"Vân Dung chịu đánh, chịu khóc như thể bị rút hết sức lực. Cù Thị Trà chuyên vai tiểu tam lại trở thành người cương trực…"
63,66678fbf653280ea254fa62f,"Theo quan niệm của người Anh, ở Sài Gòn cũng như bất cứ đâu khác, việc đầu tiên cần làm là kiếm nơi ăn chốn ở tiện nghi."
64,66679036653280ea254fa631,"Theo thông tin từ Ngân hàng Nhà nước tối 10/6, trên thị trường đang lan truyền thông tin Ngân hàng Nhà nước thiếu vàng để bán. Không chỉ vậy, tại nhiều điểm bán vàng có tình trạng thuê người xếp hàng để mua gom vàng nhằm đẩy giá, hưởng chênh lệch, gây bất ổn thị trường vàng và thiệt hại cho nền kinh tế."
65,66679036653280ea254fa633,Tổng thống Malawi Lazarus Chakwera cho biết vào cuối ngày 10/6 rằng ông đã ra lệnh tiếp tục các hoạt động tìm kiếm và cứu hộ cho đến khi chiếc máy bay chở Phó Tổng thống Saulos Klaus Chilima được tìm thấy.
66,66679047653280ea254fa635,VTV.vn - Một loạt cuộc đua thuyền rồng đã được tổ chức tại nhiều thành phố của Trung Quốc để chào mừng lễ hội thuyền rồng nổi tiếng.
67,66679047653280ea254fa639,VTV.vn - Chính phủ Bangladesh đã có kế hoạch ​​cung cấp giáo dục miễn phí cho học sinh đến lớp 8 nhằm mở rộng và cải thiện giáo dục tiểu học.
68,66679048653280ea254fa63b,"VTV.vn - Hôm 9/6, Hàn Quốc và Mỹ đã hoàn tất việc rà soát tài liệu về nguyên tắc chung nhằm tăng cường chính sách răn đe hạt nhân của hai quốc gia đồng minh này."
69,666790d2653280ea254fa63f,Dưới đây là thời gian công bố điểm thi vào lớp 10 năm học 2024 - 2025 của tất cả các tỉnh thành trên cả nước.
70,6667914b653280ea254fa641,"Phạm vi quy hoạch gồm toàn bộ phạm vi phần lãnh thổ tỉnh Hưng Yên, có tổng diện tích tự nhiên 930,22km2, với 10 đơn vị hành chính, bao gồm thành phố Hưng Yên, thị xã Mỹ Hào và 8 huyện."
71,66679196653280ea254fa643,"Sau Lisa, Jennie của Blackpink cũng ra mắt với tư cách người mẫu trên sàn diễn thời trang quốc tế."
72,666791bf653280ea254fa645,"Hiện vụ 2 người phụ nữ bạo hành, giam lỏng em dâu để ""trừ tà"" đang gây xôn xao và khiến dư luận đặt câu hỏi họ sẽ bị xử lý thế nào?"
73,666791e5653280ea254fa649,Giới chức Malawi chưa thể liên lạc với phi cơ chở Phó tổng thống Chilima sau khi nó hạ cánh bất thành xuống thành phố Mzuzu và phải quay đầu.
74,6667928d653280ea254fa64b,"Ngày 10/6, Maybank Research Pte Ltd dự báo rằng tăng trưởng Tổng sản phẩm quốc nội (GDP) của sáu quốc gia thành viên ASEAN  - bao gồm Indonesia, Malaysia, Philippines, Singapore, Thái Lan và Việt Nam - ước đạt 4,5%- 4,7% vào năm 2024 và 2025, từ mức 4,0% của năm 2023."
75,6667928d653280ea254fa64d,"Ngày 10/6, nhà sản xuất dược phẩm Moderna của Mỹ cho biết trong giai đoạn thử nghiệm cuối, vaccine kết hợp phòng cúm và COVID-19 của hãng này tạo phản ứng miễn dịch mạnh hơn ở người từ 50 tuổi trở lên so với các mũi tiêm phòng đơn lẻ."
76,66679292653280ea254fa64f,"VTV.vn - Lực lượng Houthi ở Yemen đã tấn công hai tàu ở vịnh Aden hôm 9/6, đây là cuộc tấn công tàu thuyền mới nhất của Houthi trong khu vực này."
77,66679292653280ea254fa651,"VTV.vn - Những người Việt đã có bước tiến mới trong việc hội nhập với xã hội Bỉ khi tổ chức nhiều hoạt động giao lưu văn hóa, nghệ thuật."
78,6667936a653280ea254fa655,"Ngồi lâu một chỗ, lười vận động, nguy cơ mắc sỏi mật cao hơn so với người tập thể dục thường xuyên."
79,666793e8653280ea254fa658,"Trong số những cái tên nổi bật vượt qua vòng một có cựu Thủ tướng Somchai Wongsawat ở Chiang Mai, cựu nghị sỹ đảng Dân chủ Taenkhun Chitisara, cựu nghị sỹ đảng Thai Rak Thai Chakraphan Yomchinda"
80,666793ef653280ea254fa65a,"Cho dù có rơi vào hoàn cảnh nào, Đội tuyển Việt Nam cũng cần chơi một trận hết khả năng trên sân Đội tuyển Iraq lúc 1h ngày 12.6."
81,666793ef653280ea254fa65c,"Chấn thương đã khiến Harry Maguire không thể tham dự EURO 2024 cùng đội tuyển Anh, để lại bài toán khó giải cho ông thầy Gareth Southgate khi những cái tên còn lại đều có ít nhiều vấn đề."
82,666793fa653280ea254fa65e,"Có nhiều lý do khiến MV ""Đừng làm trái tim anh đau"" của Sơn Tùng M-TP được khán giả yêu thích."
83,66679402653280ea254fa660,Thethaovanhoa.vn cập nhật kết quả bóng đá vòng loại World Cup 2026 khu vực châu Á - KQBD các trận đấu bóng đá thuộc vòng loại World Cup 2026.
84,66679412653280ea254fa662,Lương Thu Trang tiết lộ cô phải chấp nhận hy sinh để hoàn thành cảnh quay hóa giải mâu thuẫn giữa các nhân vật trong phim &quot;Trạm cứu hộ trái tim&quot;.
85,66679415653280ea254fa664,"4 năm sau cuộc tình chóng vánh với cầu thủ Tiến Linh, Huỳnh Hồng Loan sống kín tiếng hơn về đời tư."
86,66679415653280ea254fa668,"Nhiều người nhận xét rằng, Huỳnh Hồng Loan ngày càng xinh đẹp, sang chảnh hơn từ sau khi ""đường ai nấy đi"" với chàng cầu thủ."
87,66679415653280ea254fa666,(Kiến Thức) - Bạn gái cũ của tiền đạo Tiến Linh - Huỳnh Hồng Loan mới đây khiến người hâm mộ trầm trồ khi khoe căn hộ hàng tỷ đồng thứ hai mà cô sở hữu.
88,66679436653280ea254fa66a,VOV.VN - iPhone 16 đã trở thành chủ đề được quan tâm rất nhiều trong vài tháng gần đây với tin đồn mới nhất liên quan đến thiết kế pin cải tiến trên sản phẩm.
90,6667943c653280ea254fa66e,"Trí tuệ nhân tạo (AI) trong quân sự thường được gắn với những loại vũ khí hiện đại, song quy mô ảnh hưởng của AI được cho là còn rộng hơn thế."
91,6667944f653280ea254fa672,ANTD.VN - Thủ tướng Narendra Modi cùng 71 thành viên trong Nội các mới của Ấn Độ đã tuyên thệ nhậm chức với không ít những thuận lợi và thách thức hướng tới một trong những mục tiêu lớn nhất của quốc gia đông dân nhất thế giới này là trở thành nền kinh tế lớn thứ 3 toàn cầu trong 5 năm tới.
92,6667944f653280ea254fa674,"ANTD.VN - Các đối tượng giả mạo văn bản, giả mạo con dấu chữ ký của lãnh đạo và giả mạo website của Bộ Tài chính để lừa đảo."
93,66679459653280ea254fa676,"Qua 76 năm thực hiện Lời kêu gọi thi đua ái quốc của Bác Hồ, thành phố Hà Nội đã sáng tạo, đổi mới các phong trào thi đua. Khí thế thi đua sôi nổi, rộng khắp từ thành phố đến cơ sở đã góp phần để Hà Nội đạt được những kết quả quan trọng trong từng giai đoạn phát triển của Thủ đô."
95,666794d7653280ea254fa67a,"Nhiều người có thói quen vò nát lá rau ngót trước khi nấu để rau mềm, dễ ăn. Cách này có khiến rau bị mất dinh dưỡng? (Thương, 29 tuổi, Thanh Hóa)"
96,666794dc653280ea254fa67c,"(Dân trí) - Đội tuyển Hà Lan có chiến thắng đậm đà 4-0 trước Iceland ở trận giao hữu tối 10/6, nhưng niềm vui không trọn vẹn khi ngôi sao Frenkie De Jong được thông báo sẽ không thể tham dự Euro 2024."
97,666795d7653280ea254fa67e,Tuyển Ý có thể sẽ gặp nhiều khó khăn trong cuộc đua giành vé vượt qua vòng bảng EURO 2024.
98,66679659653280ea254fa680,Ukraine tập kích 3 hệ thống phòng không Nga ở bán đảo Crưm. Nga giành quyền kiểm soát làng Staromaiorske ở vùng Donetsk.
99,6667965c653280ea254fa682,"Dự báo thời tiết ngày 11/6/2024, khu vực Bắc Bộ và Thanh Hóa có mưa rào và giông vài nơi. Sang ngày mai, phía Đông Bắc Bộ và khu vực từ Thanh Hóa đến Bình Thuận có nắng nóng, có nơi nắng nóng gay gắt."
100,66679669653280ea254fa684,"Thầy trò HLV Kim Sang Sik đã hoàn tất công tác chuẩn bị, chốt phương án chiến thuật và nhân sự tốt nhất cho trận gặp Iraq tại vòng loại thứ hai World Cup 2026 sau buổi tập tối 10/6 (giờ Iraq)."
101,66679677653280ea254fa686,"Ijin và Ijun - cặp song sinh của hot girl Sam trộm vía ngày càng bụ bẫm, kháu khỉnh, được xem là hai em bé hot nhất nhì Vbiz hiện tại."
102,66679677653280ea254fa688,"Hoa hậu Hoàn vũ Albania 2024 Franceska Rustem sở hữu vóc dáng nóng bỏng, gợi cảm."
103,66679680653280ea254fa68a,"Rừng ngập mặn Bàu Cá Cái là một trong những điểm du lịch còn hoang sơ, thu hút du khách ghé thăm tại Quảng Ngãi."
104,666796a5653280ea254fa68c,"(Dân trí) - Hermès Kelly Doll nổi tiếng thế giới bởi thiết kế độc đáo với gương mặt cười, có tay và chân cùng mức giá đắt đỏ."
105,666796b1653280ea254fa68e,"Với sự năng động, trách nhiệm, bà Phạm Thị Hải hiện đang đảm nhiệm nhiều cương vị: Chủ tịch Hội Nạn nhân chất độc da cam - dioxin, Phó Chủ tịch Hội Chữ thập đỏ phường Khương Đình; Tổ phó tổ dân phố số 22 phường Khương Đình (quận Thanh Xuân); Tổ trưởng tổ phòng cháy, chữa cháy tổ dân phố số 22."
106,666796b9653280ea254fa690,"Dự báo, hôm nay (11/6), khu vực Tây Nguyên và Nam Bộ có mưa rào và dông rải rác, cục bộ có mưa to. Trong mưa dông có khả năng xảy ra lốc, sét, mưa đá và gió giật mạnh. Cảnh báo, mưa với cường suất lớn trong một thời gian ngắn gây ngập úng tại các khu đô thị."
107,66679739653280ea254fa692,"Trước nhu cầu học lấy chứng chỉ nghề ngắn hạn để xuất khẩu lao động hoặc định cư nước ngoài của bạn trẻ ngày càng cao, nhiều trường trung cấp tại TP.HCM đã thiết kế các khóa đào tạo ngắn hạn từ 3 - 12 tháng."
108,66679744653280ea254fa694,VTV.vn - Ngoại trưởng Mỹ Antony Blinken hôm 10/6 đã bắt đầu chuyến công du Trung Đông nhằm thúc đẩy kế hoạch ngừng bắn ở Dải Gaza.
109,66679745653280ea254fa698,VTV.vn - Cơ quan quản lý viễn thông Israel vào ngày 9/6 đã gia hạn lệnh cấm hoạt động của Al Jazeera tại nước này thêm 45 ngày.
111,666797f8653280ea254fa69c,"Mưa đá làm gãy một phần mũi máy bay, để lại vết nứt trên cửa sổ buồng lái khi máy bay của Austrian Airlines đang chở khách du lịch trở về từ Palma de Mallorca."
112,666797f8653280ea254fa69e,"Hôm nay (11/6), các tỉnh miền trung bắt đầu đợt nắng nóng mới, có nơi nắng nóng gay gắt với nhiệt độ cao nhất hơn 37 độ C. Dự báo, nắng nóng ở khu vực Trung Bộ có khả năng kéo dài trong nhiều ngày tới."
113,66679821653280ea254fa6a0,"Các triệu chứng của ung thư túi mật không đặc trưng, nếu có những dấu hiệu sau, bạn nên chú ý, đừng nhầm lẫn kẻo hối không kịp."
114,66679821653280ea254fa6a2,"Phó viện trưởng Giang Phàm cho biết, túi mật của cô Vương được phát hiện chứa đầy sỏi trong quá trình phẫu thuật, tổng cộng có khoảng hơn 100 viên."
115,66679861653280ea254fa6a4,"Trong phim truyền hình mới 'Đừng khóc anh đây rồi', diễn viên Ngô Phương Anh và Lê Nguyên Bảo cứ đến cảnh tình cảm với nhau là phải tập trung cao độ để không phải bị 'xì'- lời  Lê Nguyên Bảo."
116,666798a2653280ea254fa6a6,Thủ môn dự bị của MU đảm nhiệm vai trò quan trọng ở ĐT Anh tại EURO 2024.
117,666798ba653280ea254fa6a8,MC Diệp Chi nổi tiếng với khán giả trong hình ảnh một người dẫn chương trình thông minh và duyên dáng.
118,666798d0653280ea254fa6aa,"Nơi đây được mệnh danh là tuyến đường thơ mộng nhất Đà Lạt, sở hữu khung cảnh thiên nhiên lãng mạn, hữu tình với những hàng thông xanh mát."
119,666798d0653280ea254fa6ac,"Bất ngờ xuống núi, ""em gái bán lê"" Hà Giang - Vàng Thị Sinh khoe những bức ảnh đi biển với bộ bikini chào hè gây chú ý."
120,666798e5653280ea254fa6ae,"Sở hữu vẻ đẹp trong veo, nhẹ nhàng và thanh thoát, Lọ Lem - con gái đầu lòng của MC Quyền Linh được khen có nhan sắc của một hoa hậu tương lai."
121,666798ea653280ea254fa6b0,"(Dân trí) - NATO đang sử dụng trí tuệ nhân tạo (AI) để phân tích hình ảnh vệ tinh về các sân bay, máy bay của Nga trong một động thái hỗ trợ cho Ukraine."
122,666798fb653280ea254fa6b2,"ANTD.VN - Tối 10-6, Công an phường Thanh Trì phối hợp với cấp uỷ, chi bộ tổ dân phố số 3+4 phường Thanh Trì, đã tổ chức tuyên truyền về an toàn PCCC&CNCH cho nhân dân trong tổ dân phố; đồng thời trao tặng 50 bình chữa cháy đến các hộ gia đình có hoàn cảnh khó khăn trên địa bàn."
123,66679913653280ea254fa6b4,"Khoảng 22h ngày 10-6, trên khu vực đường dành cho xe máy và xe thô sơ trên cầu Vĩnh Tuy hướng từ quận Hai Bà Trưng sang quận Long Biên, người dân phát hiện một xe máy biển kiểm soát 19L6-62xx vứt lại, đã nhanh chóng báo cho cơ quan chức năng."
124,66679916653280ea254fa6b6,"ANTD.VN -  Fanpage ""Thư Viện Pháp Luật / Tư Vấn Pháp Luật Trực Tuyến"" đã sử dụng giao diện VTV Online đăng tải thông tin sai sự thật, có dấu hiệu của hành vi lừa đảo."
125,66679917653280ea254fa6b8,"Hà Nam- Trần Tuệ Lâm trở thành thủ khoa lớp 10 trường THPT chuyên Biên Hòa với 47,25/50 điểm, trong đó môn chuyên Vật lý đạt 9,75."
126,66679921653280ea254fa6ba,"Ba doanh nghiệp gồm CTCP Đầu tư và Phát triển Sài Gòn, CTCP Khoáng sản Sài Gòn-Quy Nhơn và CTCP Tập đoàn FLC vừa bị Ủy ban Chứng khoán Nhà nước xử phạt hành chính, với tổng mức tiền phạt 277,5 triệu đồng do các vi phạm: không công bố, công bố thông thông tin sai hạn nhiều tài liệu: báo cáo tài chính; tình hình sử dụng số tiền thu được từ việc phát hành trái phiếu; tình hình thanh toán lãi, gốc trái phiếu; tình hình quản trị công ty…"
127,66679992653280ea254fa6bc,VTV.vn - Hiệp hội Y khoa Hàn Quốc (KMA) - hiệp hội bác sĩ quốc gia lớn nhất  với hơn 129.000 thành viên - đã công bố kế hoạch tiến hành một cuộc đình công toàn diện vào ngày 18/6.
